"","GroupID","SPECID","CBL","CH","CBW","ADM","PDM","class","prob.Abelisauridae","prob.Allosauridae","prob.Carcharodontosauridae","prob.Dromaeosaur.Morphotype.1","prob.Dromaeosaur.Morphotype.2","prob.Dromaeosaur.Morphotype.3","prob.Megalosauridae","prob.Metriacanthosauridae","prob.Neotheropoda","prob.Neovenatoridae","prob.Noasauridae","prob.Non_abelisauroid_Ceratosauria","prob.Non_averostran_Neotheropoda","prob.Non_megalosauran_Megalosauroidea","prob.Non_tyrannosaurid_Tyrannosauroidea","prob.Proceratosauridae.","prob.Spinosauridae.Morphotype.1","prob.Therizinosauria","prob.Troodontidae","prob.Tyrannosauridae.Morphotype.1","prob.Tyrannosauridae.Morphotype.2","prob.Tyrannosauridae.Morphotype.3","prob.Tyrannosauridae.pmx.Morphotype.1"
"21","Madagascar","MSNM V580", 0.379209926, 0.564709228, 0.06084706,-0.056713570,-0.10537681,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.48689540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42796256,0.00000000,0.08514205,0.00000000
"22","Madagascar","MSNM V580", 0.305815578, 0.397412090, 0.29969356,-0.302138297,-0.25458214,"Troodontidae",0.23608382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42925842,0.25956095,0.00000000,0.07509681,0.00000000
"23","Madagascar","MSNM V5810", 0.448635023, 0.616508938, 0.19686684,-0.006389785,-0.10537681,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.48689540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42796256,0.00000000,0.08514205,0.00000000
"24","Madagascar","MSNM V5811", 0.009811324, 0.162919015, 0.01192384, 0.126596576, 0.02077450,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.83750458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07090075,0.09159467,0.00000000,0.00000000,0.00000000
"25","Madagascar","MSNM V5813", 0.254446667, 0.141365299, 0.17522172, 0.040684972,-0.10537681,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.71946798,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08998614,0.19054589,0.00000000,0.00000000,0.00000000
"26","Madagascar","MSNM V5814", 0.267482835, 0.327003191, 0.23904059, 0.084904910, 0.02077450,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.61443186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08744282,0.29812532,0.00000000,0.00000000,0.00000000
"27","Madagascar","MSNM V5815",-0.022291636, 0.081600115, 0.13074709, 0.146581541,-0.03987277,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.92743633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07256367,0.00000000,0.00000000,0.00000000,0.00000000
"28","Madagascar","MSNM V5816",-0.038649201, 0.081600115, 0.08459378, 0.239034942, 0.07723576,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.91309547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08690453,0.00000000,0.00000000,0.00000000
"29","Madagascar","MSNM V5817", 0.130752561, 0.170005277, 0.13074709, 0.126596576, 0.02077450,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.61443186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08744282,0.29812532,0.00000000,0.00000000,0.00000000
"30","Madagascar","MSNM V5818", 0.200936778, 0.231694712, 0.10788815, 0.040684972,-0.03987277,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.71946798,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08998614,0.19054589,0.00000000,0.00000000,0.00000000
"31","Madagascar","MSNM V5820", 0.145099654, 0.345058139, 0.53248046,-0.302138297,-0.25458214,"Troodontidae",0.28729920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.53791413,0.17478668,0.00000000,0.00000000,0.00000000
"32","Madagascar","MSNM V5822",-0.375538432,-0.189232142, 0.21813551,-1.180322779, 0.02077450,"Dromaeosaur.Morphotype.1",0.00000000,0.00000000,0.00000000,0.60324691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06984131,0.00000000,0.00000000,0.32691178,0.00000000,0.00000000,0.00000000,0.00000000
"33","Madagascar","MSNM V5823",-0.292667647,-0.006634174, 0.08459378,-1.180322779, 0.07723576,"Dromaeosaur.Morphotype.1",0.00000000,0.00000000,0.00000000,0.60324691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06984131,0.00000000,0.00000000,0.32691178,0.00000000,0.00000000,0.00000000,0.00000000
"34","Madagascar","MSNM V5824",-0.292667647, 0.034404108, 0.10788815,-1.180322779, 0.07723576,"Dromaeosaur.Morphotype.1",0.00000000,0.00000000,0.00000000,0.60324691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06984131,0.00000000,0.00000000,0.32691178,0.00000000,0.00000000,0.00000000,0.00000000
"35","Madagascar","MSNM V5959",-0.196076898, 0.081600115,-0.11969958, 0.239034942, 0.07723576,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
