"","GroupID","SPECID","CBL","CH","CBW","ADM","PDM","class","prob.Abelisauridae","prob.Allosauridae","prob.Carcharodontosauridae","prob.Dromaeosaur.Morphotype.1","prob.Dromaeosaur.Morphotype.2","prob.Dromaeosaur.Morphotype.3","prob.Megalosauridae","prob.Metriacanthosauridae","prob.Neotheropoda","prob.Neovenatoridae","prob.Noasauridae","prob.Non_abelisauroid_Ceratosauria","prob.Non_averostran_Neotheropoda","prob.Non_megalosauran_Megalosauroidea","prob.Non_tyrannosaurid_Tyrannosauroidea","prob.Proceratosauridae.","prob.Spinosauridae.Morphotype.1","prob.Therizinosauria","prob.Troodontidae","prob.Tyrannosauridae.Morphotype.1","prob.Tyrannosauridae.Morphotype.2","prob.Tyrannosauridae.Morphotype.3","prob.Tyrannosauridae.pmx.Morphotype.1"
"24","Madagascar","MSNM V5811", 0.009811324, 0.162919015, 0.01192384, 0.126596576, 0.02077450,"Dromaeosaur.Morphotype.2", 1.685768e-63, 2.141011e-71, 1.263748e-78, 1.094522e-72, 9.999791e-01,3.048994e-133, 5.450738e-27, 1.529292e-73,1.407398e-107, 1.195818e-76, 2.605258e-83, 2.743705e-72, 9.894530e-92, 1.574858e-79, 9.129972e-78, 3.850876e-94, 1.081712e-93,1.197862e-109, 5.200961e-12, 1.250095e-59, 5.779225e-75, 2.093321e-05, 2.358740e-79
"25","Madagascar","MSNM V5813", 0.254446667, 0.141365299, 0.17522172, 0.040684972,-0.10537681,"Dromaeosaur.Morphotype.2", 1.820807e-49, 3.518021e-57, 1.010154e-61, 7.646766e-67, 9.994617e-01,8.488325e-153, 1.722340e-20, 2.608050e-58, 6.727313e-93, 2.770458e-62, 1.555525e-69, 3.159742e-57, 1.025585e-76, 7.505701e-65, 6.252011e-64, 1.829536e-80, 5.681358e-79, 1.621933e-96, 1.369295e-08, 1.885241e-64, 6.592691e-59, 5.383011e-04, 1.973479e-62
"26","Madagascar","MSNM V5814", 0.267482835, 0.327003191, 0.23904059, 0.084904910, 0.02077450,"Dromaeosaur.Morphotype.2", 2.445910e-59, 1.001947e-67, 6.571725e-71, 3.202218e-70, 9.855165e-01,7.096759e-135, 1.459703e-20, 1.658392e-68,8.486005e-110, 3.379045e-74, 3.463835e-83, 3.055236e-65, 1.368026e-91, 4.036256e-77, 3.971151e-76, 2.197785e-94, 1.171430e-89,2.932742e-112, 8.541328e-13, 3.112020e-51, 1.066049e-68, 1.448345e-02, 2.776267e-71
"27","Madagascar","MSNM V5815",-0.022291636, 0.081600115, 0.13074709, 0.146581541,-0.03987277,"Dromaeosaur.Morphotype.2", 6.938750e-57, 1.440932e-66, 1.312601e-74, 3.603751e-75, 9.994673e-01,2.594293e-140, 7.998322e-26, 6.722284e-69,1.487599e-103, 1.945344e-71, 1.171230e-79, 2.260471e-66, 1.462624e-88, 2.607532e-76, 5.817054e-74, 2.105366e-89, 7.863883e-88,1.179638e-103, 1.724920e-11, 5.967697e-59, 9.431988e-69, 5.327237e-04, 5.583396e-72
"28","Madagascar","MSNM V5816",-0.038649201, 0.081600115, 0.08459378, 0.239034942, 0.07723576,"Dromaeosaur.Morphotype.2", 1.304671e-70, 1.008328e-81, 7.109549e-89, 2.559555e-81, 9.999983e-01,2.236516e-119, 2.362727e-31, 6.145666e-84,4.131501e-121, 2.332722e-87, 9.569788e-96, 2.435721e-80,3.123658e-105, 5.058703e-92, 1.207908e-89,9.666252e-107,5.861844e-105,9.306091e-122, 7.931774e-12, 1.163496e-50, 1.103249e-83, 1.650017e-06, 2.320862e-86
"29","Madagascar","MSNM V5817", 0.130752561, 0.170005277, 0.13074709, 0.126596576, 0.02077450,"Dromaeosaur.Morphotype.2", 2.781343e-62, 4.785044e-71, 5.441156e-76, 4.314376e-73, 9.997203e-01,7.870806e-132, 9.582389e-25, 1.808181e-72,1.292957e-109, 1.334070e-76, 1.859308e-84, 1.146627e-69, 7.052977e-93, 8.814002e-80, 2.808474e-78, 1.195845e-95, 1.959790e-93,6.810478e-112, 1.556994e-12, 1.947620e-54, 1.232426e-72, 2.797475e-04, 1.028056e-75
"30","Madagascar","MSNM V5818", 0.200936778, 0.231694712, 0.10788815, 0.040684972,-0.03987277,"Dromaeosaur.Morphotype.2", 1.667661e-54, 1.061690e-61, 4.639400e-67, 2.486252e-68, 9.995599e-01,2.435870e-145, 1.532381e-21, 4.085469e-63, 1.110384e-98, 1.024314e-67, 1.507771e-74, 1.535394e-62, 4.469349e-82, 1.104127e-69, 9.968549e-69, 1.343447e-85, 4.726742e-84,2.776776e-102, 8.470099e-10, 3.361424e-62, 6.533915e-65, 4.401369e-04, 4.500701e-69
"31","Madagascar","MSNM V5820", 0.145099654, 0.345058139, 0.53248046,-0.302138297,-0.25458214,"Tyrannosauridae.Morphotype.3", 2.383612e-21, 9.590498e-28, 4.112719e-36, 5.934219e-40, 6.291609e-04,1.723474e-208, 1.304045e-10, 4.998817e-31, 2.750959e-72, 9.082283e-36, 4.142466e-48, 9.124784e-29, 1.319162e-56, 4.361340e-43, 1.604783e-39, 2.953494e-53, 9.918645e-46, 5.156093e-68, 1.451652e-05, 3.500541e-76, 8.835924e-32, 9.993563e-01, 3.160250e-34
"32","Madagascar","MSNM V5822",-0.375538432,-0.189232142, 0.21813551,-1.180322779, 0.02077450,"Dromaeosaur.Morphotype.1", 6.257952e-57, 1.542867e-63, 2.785634e-75, 1.000000e+00, 1.051140e-47,9.249765e-278, 3.855455e-51, 6.286222e-69,1.209765e-102, 9.371523e-69, 2.792557e-81, 1.310412e-62, 3.206971e-89, 3.584334e-79, 1.393906e-69, 3.687047e-84, 6.976971e-82, 4.606507e-95, 2.088293e-09,7.468172e-132, 1.502330e-71, 1.187908e-44, 5.491696e-75
"33","Madagascar","MSNM V5823",-0.292667647,-0.006634174, 0.08459378,-1.180322779, 0.07723576,"Dromaeosaur.Morphotype.1", 1.332038e-68, 2.894977e-74, 2.380251e-84, 1.000000e+00, 8.612334e-50,1.101368e-271, 2.174072e-53, 6.498020e-77,1.275892e-108, 1.400035e-78, 5.016964e-86, 5.677970e-71, 1.058439e-93, 2.062526e-83, 7.940016e-80, 1.142871e-90, 3.311350e-91,1.079158e-103, 1.277044e-10,8.763837e-135, 6.295195e-80, 9.437169e-48, 5.111581e-85
"34","Madagascar","MSNM V5824",-0.292667647, 0.034404108, 0.10788815,-1.180322779, 0.07723576,"Dromaeosaur.Morphotype.1", 8.732840e-68, 2.857039e-73, 2.130786e-83, 1.000000e+00, 1.218064e-49,3.147765e-272, 1.149698e-52, 4.743684e-76,6.318207e-109, 7.889010e-78, 1.202921e-85, 3.338695e-70, 7.910402e-94, 3.536408e-83, 1.685512e-79, 2.323439e-90, 3.044225e-90,1.477845e-103, 7.681152e-11,6.726578e-134, 2.699445e-79, 3.672771e-47, 2.608049e-84
"35","Madagascar","MSNM V5959",-0.196076898, 0.081600115,-0.11969958, 0.239034942, 0.07723576,"Dromaeosaur.Morphotype.2", 4.795055e-75, 1.125137e-83, 4.448721e-93, 1.965208e-81, 1.000000e+00,1.258859e-121, 1.923389e-35, 1.585933e-86,2.808564e-118, 3.481937e-88, 2.377286e-94, 2.185804e-85,1.398158e-103, 6.918121e-92, 2.552473e-89,3.913534e-105,2.045213e-106,2.603233e-119, 6.257082e-10, 2.501718e-59, 3.591360e-88, 3.297170e-09, 3.290389e-93
